name,first_publication_year,career_stage,gender,orcid_id,year,times_cited,coauthor_M,coauthor_F,coauthor_count,coauthor_country,group
Julianne Yeary,2018.0,Early,F,0000-0001-7773-2486,2023,5,1,5,8,{'United States': 8},Control
Calvin Diep,2019.0,Early,M,0000-0002-6238-2011,2023,0,3,3,7,{'United States': 6},Control
Calvin Diep,2019.0,Early,M,0000-0002-6238-2011,2023,6,6,1,7,{'United States': 10},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,7,3,11,"{'Japan': 11, 'United States': 1}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,2,0,2,{'Japan': 2},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,28,6,34,"{'Japan': 10, 'Australia': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,2,0,5,"{'United States': 3, 'Japan': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,3,1,1,3,"{'United States': 1, 'Japan': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,26,63,10,73,"{'Japan': 73, 'United States': 1, 'Germany': 1, 'Australia': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,104,19,124,"{'Japan': 114, 'United States': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,29,0,32,"{'Japan': 31, 'United Kingdom': 4}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,1,0,2,{'United States': 2},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,6,3,9,"{'Japan': 9, 'United States': 1}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,4,0,4,{'Japan': 4},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,3,0,3,{'Japan': 3},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,2,0,2,{'Japan': 2},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,2,3,0,3,{'Japan': 4},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,16,14,3,18,"{'Japan': 17, 'United States': 1}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,53,2,0,2,{'Japan': 2},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,0,3,0,3,{'Japan': 3},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,14,1,0,2,"{'United States': 2, 'Japan': 1}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,5,3,0,3,{'Japan': 3},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,9,10,0,10,"{'Japan': 10, 'United States': 1}",Control
Sarah Piel,2013.0,Early,F,0000-0002-1779-3532,2023,3,1,4,11,"{'United States': 10, 'Sweden': 3}",Control
Sarah Piel,2013.0,Early,F,0000-0002-1779-3532,2023,2,7,4,18,{'United States': 27},Control
Sarah Piel,2013.0,Early,F,0000-0002-1779-3532,2023,3,0,5,11,"{'United States': 11, 'Sweden': 3}",Control
Lauren Schmidt,2021.0,Early,F,0009-0000-0585-9429,2023,4,2,6,10,{'United States': 10},Control
Chris Carter,2019.0,Early,M,0000-0003-4723-1853,2023,1,2,2,6,{'United States': 7},Control
Breyanna Reachi,2020.0,Early,F,0000-0001-5707-2679,2023,8,3,2,6,{'United States': 6},Control
Louisdon Pierre,1998.0,Senior,U,0000-0002-6670-919X,2023,0,1,3,5,{'United States': 2},Control
Louisdon Pierre,1998.0,Senior,U,0000-0002-6670-919X,2023,0,2,2,5,{'United States': 5},Control
Louisdon Pierre,1998.0,Senior,U,0000-0002-6670-919X,2023,6,3,1,5,{'United States': 5},Control
Louisdon Pierre,1998.0,Senior,U,0000-0002-6670-919X,2017,0,1,0,4,{},Control
Louisdon Pierre,1998.0,Senior,U,0000-0002-6670-919X,2017,9,1,2,4,{'United States': 4},Control
Louisdon Pierre,1998.0,Senior,U,0000-0002-6670-919X,2017,10,9,1,12,{'United States': 14},Control
Ahmed Veten,2020.0,Early,M,0000-0002-1755-6967,2023,1,5,1,7,{'United States': 8},Control
Vivian Hernandez-Torres,2015.0,Early,F,0000-0003-3041-1639,2023,2,0,1,7,{'United States': 7},Control
Vivian Hernandez-Torres,2015.0,Early,F,0000-0003-3041-1639,2023,2,1,2,5,{'United States': 6},Control
Vivian Hernandez-Torres,2015.0,Early,F,0000-0003-3041-1639,2023,2,0,1,7,{'United States': 7},Control
Vivian Hernandez-Torres,2015.0,Early,F,0000-0003-3041-1639,2023,2,1,2,5,{'United States': 6},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,0,17,0,23,{'United States': 11},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,0,10,0,23,"{'United States': 21, 'Canada': 1, 'United Kingdom': 1}",Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,0,4,4,10,{},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,0,1,2,5,{'United States': 5},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,0,1,1,2,{'United States': 2},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,12,8,0,29,"{'United States': 28, 'Canada': 1, 'United Kingdom': 1}",Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,19,7,0,24,"{'United States': 22, 'Canada': 1, 'United Kingdom': 1}",Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,0,32,54,132,"{'United States': 30, 'Slovenia': 1}",Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,3,4,1,5,{'United States': 5},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2023,1,2,2,5,{'United States': 5},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2017,1,2,0,3,{'United States': 3},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2017,2,2,3,5,{'United States': 5},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2017,1,1,1,3,{'United States': 3},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2017,0,5,1,6,{'United States': 6},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2017,3,2,2,5,{'United States': 5},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2017,0,2,2,4,{'United States': 4},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2017,0,2,2,5,{'United States': 5},Control
Viren Kaul,2008.0,Mid,M,0000-0003-3047-4840,2017,0,3,0,4,{'United States': 4},Control
Michael Green,2016.0,Early,M,0000-0003-3919-970X,2023,0,6,0,6,{'Israel': 6},Control
Michael Green,2016.0,Early,M,0000-0003-3919-970X,2017,3,4,0,5,{'Israel': 5},Control
Michael Green,2016.0,Early,M,0000-0003-3919-970X,2017,6,4,0,5,{'Israel': 5},Control
Sonali Basu,2012.0,Early,F,0000-0002-5502-1488,2023,9,1,2,10,{'United States': 18},Control
Sonali Basu,2012.0,Early,F,0000-0002-5502-1488,2017,1,0,2,2,{'United States': 2},Control
Sonali Basu,2012.0,Early,F,0000-0002-5502-1488,2017,12,0,1,2,{'United States': 4},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,7,3,11,"{'Japan': 11, 'United States': 1}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,2,0,2,{'Japan': 2},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,28,6,34,"{'Japan': 10, 'Australia': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,2,0,5,"{'United States': 3, 'Japan': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,3,1,1,3,"{'United States': 1, 'Japan': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,26,63,10,73,"{'Japan': 73, 'United States': 1, 'Germany': 1, 'Australia': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,104,19,124,"{'Japan': 114, 'United States': 2}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,29,0,32,"{'Japan': 31, 'United Kingdom': 4}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,1,0,2,{'United States': 2},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,6,3,9,"{'Japan': 9, 'United States': 1}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,4,0,4,{'Japan': 4},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,1,3,0,3,{'Japan': 3},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,0,2,0,2,{'Japan': 2},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,2,3,0,3,{'Japan': 4},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2023,16,14,3,18,"{'Japan': 17, 'United States': 1}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,53,2,0,2,{'Japan': 2},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,0,3,0,3,{'Japan': 3},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,14,1,0,2,"{'United States': 2, 'Japan': 1}",Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,5,3,0,3,{'Japan': 3},Control
Akira Kuriyama,2011.0,Mid,M,0000-0001-5738-4031,2017,9,10,0,10,"{'Japan': 10, 'United States': 1}",Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,0,6,3,10,{'United States': 10},Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,0,9,2,11,{'United States': 11},Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,0,11,3,14,"{'United States': 13, 'Pakistan': 1}",Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,0,5,1,6,"{'United States': 5, 'Nepal': 1}",Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,0,5,2,7,"{'United States': 6, 'Nepal': 1}",Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,0,11,2,13,{'United States': 13},Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,0,11,2,13,{'United States': 13},Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,1,3,1,4,{'United States': 5},Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,0,7,0,7,{},Control
Bibek Karki,2023.0,Early,M,0000-0002-4078-2276,2023,0,7,0,7,{},Control
Munenori Kusunoki,2016.0,Early,M,0000-0002-7124-6281,2023,44,1438,513,2463,{},Control
Munenori Kusunoki,2016.0,Early,M,0000-0002-7124-6281,2017,0,4,2,6,{},Control
Munenori Kusunoki,2016.0,Early,M,0000-0002-7124-6281,2017,9,6,3,9,{'Japan': 9},Control
Munenori Kusunoki,2016.0,Early,M,0000-0002-7124-6281,2017,0,11,1,12,{'Japan': 16},Control
Munenori Kusunoki,2016.0,Early,M,0000-0002-7124-6281,2017,50,10,1,11,{'Japan': 15},Control
Munenori Kusunoki,2016.0,Early,M,0000-0002-7124-6281,2017,1,7,0,7,{},Control
Azaan Ramani,2016.0,Early,M,0000-0002-3663-3016,2023,0,13,8,24,{},Control
Azaan Ramani,2016.0,Early,M,0000-0002-3663-3016,2023,8,1,1,3,{'United States': 3},Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,1,3,4,7,{'United States': 7},Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,1,3,4,7,{'United States': 7},Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,9,6,4,14,"{'United States': 14, 'Belarus': 1, 'Taiwan': 2}",Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,0,3,2,5,{},Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,3,1,2,6,"{'United States': 7, 'Belarus': 1}",Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,6,2,3,9,"{'United States': 11, 'Belarus': 1}",Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,0,4,1,5,{'United States': 5},Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,0,3,0,3,{'United States': 3},Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,9,1,4,8,"{'United States': 8, 'China': 1}",Control
Svetlana Herasevich,2018.0,Early,F,0000-0003-0525-9364,2023,1,3,4,10,{'United States': 10},Control
Vladyslav Dieiev,2020.0,Early,M,0000-0003-2673-7353,2023,0,20,18,50,"{'United States': 37, 'Canada': 14, 'Italy': 2}",Control
Vladyslav Dieiev,2020.0,Early,M,0000-0003-2673-7353,2023,0,20,18,49,"{'United States': 35, 'Canada': 14, 'Italy': 2}",Control
Vladyslav Dieiev,2020.0,Early,M,0000-0003-2673-7353,2023,0,4,7,12,"{'United States': 7, 'Ukraine': 2}",Control
Vladyslav Dieiev,2020.0,Early,M,0000-0003-2673-7353,2023,0,2,0,2,{'United States': 2},Control
Vladyslav Dieiev,2020.0,Early,M,0000-0003-2673-7353,2023,3,50,61,155,{'United States': 32},Control
Buria Naeem,2016.0,Early,M,0000-0002-7103-1299,2023,1,4,2,17,{'United States': 18},Control
Buria Naeem,2016.0,Early,M,0000-0002-7103-1299,2023,7,4,0,5,{'United States': 8},Control
Buria Naeem,2016.0,Early,M,0000-0002-7103-1299,2017,0,5,1,6,{'United States': 6},Control
Buria Naeem,2016.0,Early,M,0000-0002-7103-1299,2017,0,3,1,4,{'Pakistan': 4},Control
Buria Naeem,2016.0,Early,M,0000-0002-7103-1299,2017,17,4,5,11,{'Pakistan': 11},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,0,1,3,4,{'United States': 4},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,0,3,1,5,"{'United States': 4, 'Tunisia': 1}",Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,0,2,2,4,{'United States': 4},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,0,2,3,5,{'United States': 5},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,0,1,1,2,{'United States': 2},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,0,2,2,4,{'United States': 4},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,16,4,0,12,{'United States': 14},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,7,2,0,7,{'United States': 14},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,1,1,0,2,{'United States': 3},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,4,3,2,11,{'United States': 11},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,4,6,1,11,{'United States': 22},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,2,1,0,7,{'United States': 11},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,7,1,0,6,{'United States': 8},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,3,2,3,11,{'United States': 21},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,6,2,0,6,{'United States': 11},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,0,7,0,7,{'United States': 7},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,0,5,0,5,{'United States': 5},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,0,4,0,4,{'United States': 4},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,2,2,1,10,{'United States': 23},Control
Nadir Yehya,2004.0,Mid,M,0000-0002-2996-217X,2023,11,3,3,12,"{'Pakistan': 6, 'United States': 10}",Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,1,2,1,4,{'United States': 5},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,5,4,1,5,{'United States': 5},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,0,2,0,2,"{'Canada': 2, 'United States': 1}",Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,5,2,0,2,{'United States': 2},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,13,6,1,15,{'United States': 26},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,0,2,0,2,{'United States': 2},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2017,5,2,1,4,{'United States': 4},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2017,0,5,1,6,{'United States': 6},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2017,37,3,0,3,{'United States': 3},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2017,0,2,1,4,{'United States': 1},Control
Sule Doymaz,2009.0,Mid,F,0000-0002-2681-9140,2023,21,7,20,97,"{'United States': 41, 'Norfolk Island': 1}",Control
Sule Doymaz,2009.0,Mid,F,0000-0002-2681-9140,2017,0,5,0,5,{'United States': 5},Control
Sandeep Tripathi,2013.0,Early,M,0000-0001-6494-1430,2023,0,3,10,13,{'United States': 2},Control
Sandeep Tripathi,2013.0,Early,M,0000-0001-6494-1430,2023,16,7,4,25,{'United States': 26},Control
Sandeep Tripathi,2013.0,Early,M,0000-0001-6494-1430,2023,1,2,8,10,{'United States': 6},Control
Sandeep Tripathi,2013.0,Early,M,0000-0001-6494-1430,2023,0,3,2,24,{'United States': 52},Control
Sandeep Tripathi,2013.0,Early,M,0000-0001-6494-1430,2023,7,5,6,12,"{'United States': 10, 'South Korea': 1, 'Canada': 1}",Control
Sandeep Tripathi,2013.0,Early,M,0000-0001-6494-1430,2023,3,3,7,17,{'United States': 18},Control
Sandeep Tripathi,2013.0,Early,M,0000-0001-6494-1430,2017,5,1,0,4,{'United States': 4},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2023,0,0,3,3,{'United States': 1},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2023,0,3,5,8,{'United States': 6},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2023,0,0,1,2,{'United States': 2},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2023,9,2,2,13,{'United States': 13},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2023,2,27,28,73,{'United States': 86},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2023,4,1,4,6,{'United States': 7},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2017,0,2,1,7,"{'Norway': 3, 'United States': 2, 'Denmark': 2}",Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2017,9,3,2,9,{'United States': 9},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2017,19,1,1,6,{'United States': 8},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2017,1,0,1,4,{'United States': 8},Control
Yi-Chen Lai,2002.0,Mid,F,0000-0002-9450-5506,2017,19,2,1,7,"{'Norway': 3, 'United States': 2, 'Denmark': 2}",Control
Nathan Chang,2020.0,Early,M,0000-0002-9982-3175,2023,0,1,5,6,{'United States': 6},Control
Nathan Chang,2020.0,Early,M,0000-0002-9982-3175,2023,1,3,3,9,{'United States': 10},Control
Nathan Chang,2020.0,Early,M,0000-0002-9982-3175,2023,0,2,2,5,{'United States': 5},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,1,2,1,4,{'United States': 5},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,5,4,1,5,{'United States': 5},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,0,2,0,2,"{'Canada': 2, 'United States': 1}",Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,5,2,0,2,{'United States': 2},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,13,6,1,15,{'United States': 26},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2023,0,2,0,2,{'United States': 2},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2017,5,2,1,4,{'United States': 4},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2017,0,5,1,6,{'United States': 6},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2017,37,3,0,3,{'United States': 3},Control
Vidit Bhargava,2016.0,Early,M,0000-0003-3115-7476,2017,0,2,1,4,{'United States': 1},Control
Neha Gupta,2015.0,Early,F,0000-0002-7606-4612,2023,1,1,2,3,{'United States': 3},Control
Neha Gupta,2015.0,Early,F,0000-0002-7606-4612,2023,0,1,5,11,{'United States': 11},Control
Neha Gupta,2015.0,Early,F,0000-0002-7606-4612,2023,2,0,1,6,{'United States': 6},Control
Neha Gupta,2015.0,Early,F,0000-0002-7606-4612,2017,7,1,4,5,{'United States': 5},Control
Daisuke Kawakami,2013.0,Early,M,0000-0001-7325-5512,2023,0,5,0,5,{'Japan': 4},Control
Daisuke Kawakami,2013.0,Early,M,0000-0001-7325-5512,2023,29,33,4,37,"{'Japan': 37, 'Australia': 2, 'Germany': 1}",Control
Daisuke Kawakami,2013.0,Early,M,0000-0001-7325-5512,2023,2,15,1,16,"{'Japan': 18, 'Australia': 2}",Control
Daisuke Kawakami,2013.0,Early,M,0000-0001-7325-5512,2023,8,16,1,17,{'Japan': 22},Control
Daisuke Kawakami,2013.0,Early,M,0000-0001-7325-5512,2017,26,9,0,10,"{'Japan': 6, 'United States': 3}",Control
Rimi Tanii,2020.0,Early,F,0000-0002-4783-7161,2023,0,6,2,8,{'Japan': 8},Control
Rimi Tanii,2020.0,Early,F,0000-0002-4783-7161,2023,0,7,0,7,{'Japan': 7},Control
Rimi Tanii,2020.0,Early,F,0000-0002-4783-7161,2023,2,5,1,6,"{'Japan': 7, 'United States': 1}",Control
Takaki Naito,2014.0,Early,M,0000-0001-8333-0141,2023,0,6,2,8,{'Japan': 8},Control
Takaki Naito,2014.0,Early,M,0000-0001-8333-0141,2023,4,10,1,11,{'Japan': 14},Control
Takaki Naito,2014.0,Early,M,0000-0001-8333-0141,2023,0,5,0,5,{'Japan': 5},Control
Takaki Naito,2014.0,Early,M,0000-0001-8333-0141,2017,10,5,2,7,{'Japan': 7},Control
Takaki Naito,2014.0,Early,M,0000-0001-8333-0141,2017,4,7,1,8,"{'Japan': 7, 'United States': 1}",Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,0,2,2,5,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,0,2,1,6,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,1,3,0,4,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,0,2,1,8,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,0,2,0,3,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,0,1,2,6,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,1,2,1,7,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,0,2,1,6,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,0,3,1,8,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2023,4,3,2,5,{'United States': 5},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2017,57,4,1,8,{},Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2017,7,3,0,5,"{'Vietnam': 1, 'Poland': 3, 'Portugal': 1}",Control
Aliaksandr Ramaniuk,2014.0,Early,M,0000-0003-2506-5794,2017,0,6,0,6,{'Poland': 7},Control
Deepali Dixit,2006.0,Mid,F,0000-0001-7960-0161,2023,0,3,13,18,"{'United States': 13, 'United Kingdom': 1}",Control
Deepali Dixit,2006.0,Mid,F,0000-0001-7960-0161,2023,0,3,13,18,"{'United States': 13, 'United Kingdom': 1}",Control
Deepali Dixit,2006.0,Mid,F,0000-0001-7960-0161,2023,2,0,3,6,{'United States': 6},Control
Deepali Dixit,2006.0,Mid,F,0000-0001-7960-0161,2023,5,0,3,6,{'United States': 8},Control
Deepali Dixit,2006.0,Mid,F,0000-0001-7960-0161,2023,5,2,4,8,{'United States': 14},Control
Deepali Dixit,2006.0,Mid,F,0000-0001-7960-0161,2023,12,0,3,17,"{'United States': 17, 'United Kingdom': 1}",Control
Deepali Dixit,2006.0,Mid,F,0000-0001-7960-0161,2017,31,0,3,4,{},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,2,0,3,{'United States': 3},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,9,6,3,9,"{'China': 6, 'Japan': 1, 'United States': 2}",Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,5,4,9,{},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,2,8,3,14,"{'China': 15, 'Spain': 1, 'United States': 3, 'France': 1, 'Germany': 1, 'Denmark': 1, 'Singapore': 2, 'Italy': 2}",Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,9,6,4,14,"{'United States': 14, 'Belarus': 1, 'Taiwan': 2}",Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,7,10,24,{},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,4,0,6,{},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,6,8,22,{},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,8,8,24,{},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,1,0,6,{},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,1,2,2,5,{'United States': 5},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,9,2,2,7,"{'United States': 8, 'Italy': 1}",Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,4,4,1,7,{'United States': 6},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,3,2,1,5,{'United States': 5},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,5,0,5,{'United States': 5},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,19,1,21,"{'United States': 19, 'Serbia': 1}",Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,1,5,0,5,{'United States': 5},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,2,10,0,10,{'United States': 10},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,0,2,1,3,{'United States': 3},Control
Amos Lal,2016.0,Early,M,0000-0002-0021-2033,2023,15,5,2,7,"{'United States': 7, 'Guadeloupe': 1}",Control
